Name: 河源综合, URL: https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007$订阅源, Date: None, Delay: 738 ms, Speed: 0.42 M/s, Resolution: 960x540
Name: CCTV-3, URL: http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/4/224/3221228499/index.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://[2409:8087:5e00:24::1f]:6060/ZTE_CMS/00000001000000060000000000000382/index.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://192.168.0.5:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://101.66.198.78:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://36.40.236.94:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: https://tv.iill.top/migu/cctv3$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://ygbh.site/php/bfgd.php?id=062$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://fm1077.serv00.net/Smart.php?id=cctv3$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://101.66.198.77:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://101.66.198.84:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://223.159.9.168:8099/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://124.115.205.101:8888/newlive/live/hls/4/live.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://e1.woc.iiiya.cn:8888/rtp/239.61.3.34:9722$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://wouu.net:9977/udp/239.93.1.11:2223$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://42.48.105.224:9002/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1549 ms, Speed: 0.05 M/s, Resolution: None
Name: CCTV-3, URL: http://221.13.232.177:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://221.13.232.53:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://123.149.3.11:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://playerlive-gd.skysrt.iptv.xin:2052/api-playerlive-sx.skysrt.com/gd/CCTV-3$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://119.32.12.17:2901/udp/224.1.100.64:11111$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://115.171.80.152:1688/udp/225.1.8.88:8000$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://222.67.177.132:12345/udp/239.45.1.68:5140$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://122.227.173.42:8188/rtp/233.50.201.196:5140$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://171.105.180.25:4022/udp/239.81.0.231:4056$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://101.66.198.247:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://119.136.115.112:8888/udp/239.77.0.169:5146$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://nas.hssvm.com:8888/udp/225.1.1.158:5002$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://114.252.238.87:8000/udp/239.3.1.172:8001$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://psp94525.iask.in:6688/udp/239.93.0.109:5140$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://dms.yryyj.site:8188/udp/239.76.246.153:1234$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://120.234.5.29:6000/udp/239.20.0.28:3292$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://60.7.56.33:4000/udp/239.253.92.191:6057$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://125.82.171.210:8888/rtp/235.254.198.141:1842$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://125.82.168.238:8888/rtp/235.254.198.141:1842$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://223.145.224.77:8000/udp/239.76.253.153:9000$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://223.145.224.76:8000/udp/239.76.246.153:1234$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://[2409:8087:74f0:22::4]:6410/270000001111/1110000303/index.m3u8?channel-id=newtv&livemode=4&Contentid=1110000303$订阅源, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://ycsj.aguihome.com:4022/udp/233.50.200.107:5140$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://www.shizhan.love:8848/udp/239.49.0.3:9566$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://221.205.180.88:8003/rtp/226.0.2.208:9576$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/index.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: inf M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8?$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://36.105.100.208:35455/gaoma/cctv3.m3u8$订阅源, Date: None, Delay: 991 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://101.66.198.83:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://101.66.198.175:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://183.185.105.197:8082/rtp/226.0.2.208:9576$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://118.249.23.16:4022/udp/239.76.246.153:1234$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://171.213.196.134:8088/udp/239.93.0.150:5140$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://114.228.152.34:8888/rtp/239.49.1.3:6000$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://180.119.183.89:8800/rtp/239.49.1.3:6000$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://121.227.243.195:7766/rtp/239.49.1.3:6000$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://49.67.96.109:55555/rtp/239.49.1.3:6000$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://218.241.192.50:8808/rtp/239.3.1.172:8001$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://webmail.axxe.top:4022/rtp/239.3.1.172:8001$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://mail.petzhu.top:7000/rtp/239.254.200.159:6000$组播源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://alvin.ergotron.net:8000/udp/239.77.0.169:5146$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://115.171.216.195:4000/udp/225.1.8.88:8000$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://83.229.120.192:50001/1000000005000265003/ystenlive/index.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://1752e145z8.vicp.fun:35455/gaoma/cctv3.m3u8$订阅源, Date: None, Delay: 375 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8$订阅源, Date: None, Delay: 90 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://58.19.43.46:9901/tsfile/live/1023_1.m3u8$订阅源, Date: None, Delay: 339 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: https://piccpndali.v.myalicdn.com/audio/cctvamerica_2.m3u8$订阅源, Date: None, Delay: 159 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-4, URL: http://58.221.214.82:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 760 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://110.53.52.63:8888/newlive/live/hls/5/live.m3u8$订阅源, Date: None, Delay: 624 ms, Speed: 0.09 M/s, Resolution: None
Name: CCTV-4, URL: http://61.138.128.226:19901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 802 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://iptv.0564.org:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1624 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://php.jdshipin.com:8880/bst2.php?id=cctv4k/15000000$订阅源, Date: None, Delay: 16 ms, Speed: 52.93 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://xxx.504900.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1619 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://116.9.204.242:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 540 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://tvbox6.icu/tv/migu.php?id=cctv4a$订阅源, Date: None, Delay: 229 ms, Speed: 1.02 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://home.wwang.pw:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 480 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://www.freetv.top/migu/631780421.m3u8?migutoken=7acf39385ea80b0efa77b918418fcf998d00455e8b98e02dff92961440d989e3b7da00ef24731d327c410f2ef9ceb51e2137c20b2b606646542ce4643521747bf78b7533b3ec604bba63ffdf43$订阅源, Date: None, Delay: 407 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://lu.wqwqwq.sbs/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 2675 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://107.173.199.222:35455/gaoma/cctv4k.m3u8$订阅源, Date: None, Delay: 608 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://58.220.219.14:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 702 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://139.196.151.191:2051/rtp/239.45.0.2:5140$上海电信组播源, Date: 2024-03-01, Delay: 1635 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://3501776.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 804 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv4o$订阅源, Date: None, Delay: 600 ms, Speed: 0.99 M/s, Resolution: None
Name: CCTV-4, URL: http://14.155.145.236:1212/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://112.46.85.60:8009/hls/4/index.m3u8$订阅源, Date: None, Delay: 1053 ms, Speed: 0.18 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://116.128.242.83:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://183.94.1.118:8801/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 911 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-4, URL: http://120.192.226.35:8009/hls/4/index.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://api2.52tb.xyz/info?id=5&token=20230326xflvzc$订阅源, Date: None, Delay: 1986 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://111.9.163.109:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://120.238.94.10:9901/tsfile/live/1021_1.m3u8$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://cssbyd.imwork.net:8082/hls/4/index.m3u8$订阅源, Date: None, Delay: 1260 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-4, URL: http://113.220.232.88:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://101.66.198.2:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://58.19.244.92:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://183.94.146.109:2222/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://59.173.243.210:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://58.48.37.158:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://59.173.183.242:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://118.248.216.53:8088/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://42.48.50.232:9002/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://113.220.234.101:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://202.168.187.221:9999http://i2.ekesh.cn:4001/rtp/239.12.21.20:10001$广东酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://58.19.133.144:9901rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000409$湖北酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://58.48.5.186:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://58.19.38.162:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://218.77.81.186:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://mom.cloudns.be:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://221.233.192.152:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://220.249.114.102:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://49.234.31.101:7004udp://@224.9.2.25:5000$北京酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://222.243.221.54:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://113.218.190.140:8081/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://113.218.204.28:8081/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://106.55.164.46:9901http://192.168.0.8/newlive/live/hls/3/live.m3u8$北京酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://113.220.235.19:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源|, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://116.231.105.111:8888/rtp/239.45.0.2:5140$上海电信组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://218.1.184.236:4022/rtp/239.45.0.2:5140$上海电信组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://222.70.185.85:9898/rtp/239.45.0.2:5140$上海电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://180.173.166.204:8888/rtp/239.45.0.2:5140$上海电信组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://114.95.213.192:3333/rtp/239.45.0.2:5140$上海电信组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://218.1.187.224:8888/rtp/239.45.0.2:5140$上海电信组播源, Date: 2025-01-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://61.173.144.157:9901/rtp/239.45.0.2:5140$上海电信组播源, Date: 2024-12-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://114.95.156.205:4022/rtp/239.45.0.2:5140$上海电信组播源, Date: 2024-12-26, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://101.93.223.15:6666/rtp/239.45.0.2:5140$上海电信组播源, Date: 2024-12-26, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://222.219.183.103:8089/rtp/239.200.201.180:4220$云南电信组播源, Date: 2024-11-24, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://112.114.137.58:888/rtp/239.200.201.180:4220$云南电信组播源, Date: 2025-01-02, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://112.114.137.80:888/rtp/239.200.201.180:4220$云南电信组播源, Date: 2024-09-28, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://220.164.192.48:50085/rtp/239.200.201.180:4220$云南电信组播源, Date: 2024-02-20, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://112.114.137.93:888/rtp/239.200.201.180:4220$云南电信组播源, Date: 2024-12-09, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://1.183.139.254:9001/rtp/239.29.1.144:5000$内蒙古电信组播源, Date: 2024-11-02, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://1.183.141.194:8001/rtp/239.29.1.144:5000$内蒙古电信组播源, Date: 2024-06-20, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://221.199.193.157:9901/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2024-12-27, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://110.7.129.204:8096/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2024-12-19, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://116.117.106.42:8096/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2024-12-02, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://1.25.136.159:8888/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://1.24.190.90:1080/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://110.7.130.91:8096/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2024-12-25, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://116.117.104.242:8096/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2024-12-04, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://110.7.130.44:8096/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2024-11-17, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://110.7.130.51:8096/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2024-12-19, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://110.7.128.156:8096/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2024-10-19, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://110.7.128.110:8096/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2024-11-27, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://116.115.137.244:4022/rtp/239.125.1.141:4130$内蒙古联通组播源, Date: 2025-01-05, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://115.171.216.178:4000/rtp/225.1.8.104:8216$北京电信组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://115.171.216.181:4000/rtp/225.1.8.104:8216$北京电信组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://114.240.224.31:3000/rtp/239.3.1.105:8092$北京联通组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://111.199.1.111:8686/rtp/239.3.1.105:8092$北京联通组播源, Date: 2025-01-03, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://114.249.211.180:8888/rtp/239.3.1.105:8092$北京联通组播源, Date: 2024-12-15, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://114.253.57.101:10000/rtp/239.3.1.105:8092$北京联通组播源, Date: 2025-01-01, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://111.193.237.232:8888/rtp/239.3.1.105:8092$北京联通组播源, Date: 2025-01-06, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
